"","MM1","MM2","MM3","MM4","Class"
"2524",66,104,112,92,FALSE
"2525",66,113,117,92,FALSE
"2526",66,109,117,96,FALSE
"2527",66,109,112,96,FALSE
"2528",66,109,122,100,FALSE
"2529",66,109,122,100,FALSE
"2530",66,113,127,100,FALSE
"2531",66,113,122,100,FALSE
"2532",70,113,127,100,FALSE
"2533",70,113,122,96,FALSE
"2534",63,63,66,55,FALSE
"2535",66,71,73,55,FALSE
"2536",66,71,73,59,FALSE
"2537",66,71,76,59,FALSE
"2538",63,67,73,59,FALSE
"2539",70,79,84,66,FALSE
"2540",71,84,90,68,FALSE
"2541",67,84,86,68,FALSE
"2542",71,84,86,64,FALSE
"2543",67,81,82,64,FALSE
"2544",67,77,82,64,FALSE
"2545",71,88,93,72,FALSE
"2546",83,91,101,79,FALSE
"2547",59,54,82,75,FALSE
"2548",59,51,79,72,FALSE
"2549",75,84,90,68,FALSE
"2550",75,88,97,75,FALSE
"2551",75,84,93,68,FALSE
"2552",79,88,93,75,FALSE
"2553",75,88,97,72,FALSE
"2554",75,91,101,79,FALSE
"2555",79,99,105,83,FALSE
"2556",83,99,105,83,FALSE
"2557",79,99,105,83,FALSE
"2558",75,91,97,68,FALSE
"2559",63,66,68,34,FALSE
"2560",52,51,62,42,FALSE
"2561",49,48,68,49,FALSE
"2562",49,54,68,53,FALSE
"2563",56,60,75,64,FALSE
"2564",56,54,82,72,FALSE
"2565",56,51,79,75,FALSE
"2566",52,51,82,75,FALSE
"2567",52,54,79,68,FALSE
"2568",63,99,110,86,FALSE
"2569",71,108,119,98,FALSE
"2570",67,112,114,98,FALSE
"2571",67,108,124,98,FALSE
"2572",63,112,130,101,FALSE
"2573",71,112,130,101,FALSE
"2574",67,112,124,98,FALSE
"2575",71,108,130,101,FALSE
"2576",71,108,114,90,FALSE
"2577",63,66,68,57,FALSE
"2578",63,66,68,57,FALSE
"2579",67,70,75,57,FALSE
"2580",63,66,68,57,FALSE
"2581",67,77,75,64,FALSE
"2582",74,84,93,69,FALSE
"2583",74,84,85,65,FALSE
"2584",74,88,93,69,FALSE
"2585",78,92,93,73,FALSE
"2586",67,84,85,62,FALSE
"2587",67,67,93,80,FALSE
"2588",60,60,85,80,FALSE
"2589",60,56,85,80,FALSE
"2590",67,67,78,65,FALSE
"2591",70,79,89,65,FALSE
"2592",74,88,93,73,FALSE
"2593",78,92,101,83,FALSE
"2594",82,92,101,76,FALSE
"2595",78,88,89,69,FALSE
"2596",60,63,67,41,FALSE
"2597",50,46,63,44,FALSE
"2598",50,49,67,51,FALSE
"2599",50,53,74,58,FALSE
"2600",50,53,82,69,FALSE
"2601",53,53,82,76,FALSE
"2602",50,53,78,69,FALSE
"2603",50,53,82,65,FALSE
"2604",53,56,82,69,FALSE
"2605",63,111,124,94,FALSE
"2606",67,111,119,97,FALSE
"2607",67,111,119,101,FALSE
"2608",67,115,119,101,FALSE
"2609",67,111,119,94,FALSE
"2610",63,111,124,97,FALSE
"2611",63,111,124,101,FALSE
"2612",63,111,124,101,FALSE
"2613",63,111,124,101,FALSE
"2614",67,115,129,101,FALSE
"2615",67,120,124,97,FALSE
"2616",70,111,119,101,FALSE
"2617",67,111,119,94,FALSE
"2618",67,111,119,97,FALSE
"2619",70,97,105,87,FALSE
"2620",63,67,70,58,FALSE
"2621",63,71,74,58,FALSE
"2622",63,71,74,58,FALSE
"2623",60,67,70,55,FALSE
"2624",60,67,67,58,FALSE
"2625",60,63,67,58,FALSE
"2626",76,89,94,68,FALSE
"2627",72,85,86,68,FALSE
"2628",76,85,90,68,FALSE
"2629",76,94,94,72,FALSE
"2630",68,85,82,65,FALSE
"2631",64,77,86,65,FALSE
"2632",64,77,82,65,FALSE
"2633",68,81,82,65,FALSE
"2634",72,89,94,72,FALSE
"2635",80,102,106,87,FALSE
"2636",76,89,98,79,FALSE
"2637",64,66,90,79,FALSE
"2638",60,55,82,76,FALSE
"2639",57,55,78,72,FALSE
"2640",76,89,94,76,FALSE
"2641",80,98,102,76,FALSE
"2642",80,98,102,76,FALSE
"2643",80,94,102,79,FALSE
"2644",84,98,111,83,FALSE
"2645",80,98,111,83,FALSE
"2646",80,98,106,83,FALSE
"2647",84,102,111,87,FALSE
"2648",76,85,90,61,FALSE
"2649",57,59,64,39,FALSE
"2650",53,52,71,57,FALSE
"2651",53,55,78,68,FALSE
"2652",53,52,82,68,FALSE
"2653",53,52,78,65,FALSE
"2654",53,55,74,57,FALSE
"2655",57,55,74,61,FALSE
"2656",50,52,74,65,FALSE
"2657",50,52,78,65,FALSE
"2658",53,52,78,65,FALSE
"2659",60,89,102,79,FALSE
"2660",68,106,111,91,FALSE
"2661",68,111,115,98,FALSE
"2662",68,111,115,98,FALSE
"2663",68,111,120,98,FALSE
"2664",68,111,115,98,FALSE
"2665",64,106,125,98,FALSE
"2666",64,111,125,102,FALSE
"2667",72,115,120,102,FALSE
"2668",68,115,120,98,FALSE
"2669",68,111,120,98,FALSE
"2670",64,111,115,98,FALSE
"2671",68,111,120,102,FALSE
"2672",68,106,115,94,FALSE
"2673",64,89,98,79,FALSE
"2674",64,69,71,57,FALSE
"2675",60,69,74,54,FALSE
"2676",60,69,71,57,FALSE
"2677",60,62,67,57,FALSE
"2678",64,66,67,57,FALSE
"2679",64,62,67,57,FALSE
"2680",76,91,96,70,FALSE
"2681",76,83,96,70,FALSE
"2682",80,87,91,70,FALSE
"2683",80,95,91,74,FALSE
"2684",71,87,87,70,FALSE
"2685",68,83,87,63,FALSE
"2686",64,83,83,67,FALSE
"2687",68,79,83,63,FALSE
"2688",68,83,83,67,FALSE
"2689",68,83,87,67,FALSE
"2690",80,95,100,81,FALSE
"2691",76,83,96,81,FALSE
"2692",60,61,75,70,FALSE
"2693",60,57,75,67,FALSE
"2694",76,87,96,74,FALSE
"2695",80,91,100,78,FALSE
"2696",80,99,108,85,FALSE
"2697",80,99,104,81,FALSE
"2698",71,83,87,59,FALSE
"2699",53,51,67,52,FALSE
"2700",53,54,75,59,FALSE
"2701",56,57,79,63,FALSE
"2702",53,54,71,59,FALSE
"2703",56,57,75,59,FALSE
"2704",53,57,79,63,FALSE
"2705",53,54,75,67,FALSE
"2706",56,54,75,63,FALSE
"2707",53,51,75,59,FALSE
"2708",53,51,75,59,FALSE
"2709",56,68,87,63,FALSE
"2710",71,107,118,96,FALSE
"2711",71,112,122,96,FALSE
"2712",68,112,122,99,FALSE
"2713",64,112,122,99,FALSE
"2714",64,112,122,99,FALSE
"2715",64,116,122,99,FALSE
"2716",64,112,128,96,FALSE
"2717",64,112,122,96,FALSE
"2718",60,107,122,96,FALSE
"2719",64,107,118,99,FALSE
"2720",68,107,122,99,FALSE
"2721",68,116,122,99,FALSE
"2722",64,112,122,99,FALSE
"2723",68,112,122,103,FALSE
"2724",60,68,67,52,FALSE
"2725",60,61,67,56,FALSE
"2726",64,64,71,56,FALSE
"2727",60,68,67,56,FALSE
"2728",60,68,67,56,FALSE
"2729",64,68,67,52,FALSE
"2730",75,91,93,71,FALSE
"2731",75,83,89,71,FALSE
"2732",75,87,93,67,FALSE
"2733",79,91,93,71,FALSE
"2734",67,79,85,62,FALSE
"2735",67,79,85,67,FALSE
"2736",71,79,85,67,FALSE
"2737",71,79,85,62,FALSE
"2738",71,83,89,67,FALSE
"2739",75,87,96,75,FALSE
"2740",79,91,96,79,FALSE
"2741",79,91,96,75,FALSE
"2742",75,79,89,75,FALSE
"2743",55,64,81,67,FALSE
"2744",67,64,85,67,FALSE
"2745",75,87,89,75,FALSE
"2746",79,91,96,75,FALSE
"2747",79,95,100,79,FALSE
"2748",84,103,104,87,FALSE
"2749",84,107,113,87,FALSE
"2750",79,107,104,87,FALSE
"2751",55,54,74,58,FALSE
"2752",55,58,77,58,FALSE
"2753",55,54,70,58,FALSE
"2754",55,58,70,58,FALSE
"2755",55,54,74,58,FALSE
"2756",55,54,74,58,FALSE
"2757",51,54,70,62,FALSE
"2758",55,54,81,71,FALSE
"2759",55,68,89,71,FALSE
"2760",67,91,100,79,FALSE
"2761",71,103,109,87,FALSE
"2762",71,111,123,100,FALSE
"2763",71,107,123,100,FALSE
"2764",71,111,123,100,FALSE
"2765",67,111,123,100,FALSE
"2766",67,107,118,96,FALSE
"2767",67,107,123,100,FALSE
"2768",71,111,123,100,FALSE
"2769",71,111,123,96,FALSE
"2770",71,107,118,96,FALSE
"2771",67,103,113,96,FALSE
"2772",67,107,118,96,FALSE
"2773",71,116,118,100,FALSE
"2774",71,111,123,104,FALSE
"2775",67,111,123,96,FALSE
"2776",71,107,118,96,FALSE
"2777",71,107,118,96,FALSE
"2778",71,111,118,100,FALSE
"2779",71,111,123,100,FALSE
"2780",71,103,118,96,FALSE
"2781",63,64,67,54,FALSE
"2782",59,64,67,54,FALSE
"2783",63,68,70,58,FALSE
"2784",63,64,70,58,FALSE
"2785",78,87,88,70,FALSE
"2786",78,87,88,70,FALSE
"2787",74,87,96,74,FALSE
"2788",78,87,96,70,FALSE
"2789",78,91,88,70,FALSE
"2790",78,96,92,74,FALSE
"2791",74,87,88,70,FALSE
"2792",66,83,84,66,FALSE
"2793",66,79,80,63,FALSE
"2794",66,83,84,63,FALSE
"2795",70,83,84,66,FALSE
"2796",74,91,96,70,FALSE
"2797",82,91,96,81,FALSE
"2798",82,91,100,78,FALSE
"2799",74,83,92,74,FALSE
"2800",63,67,80,70,FALSE
"2801",70,75,88,70,FALSE
"2802",78,91,100,78,FALSE
"2803",86,91,96,81,FALSE
"2804",86,100,108,81,FALSE
"2805",82,104,112,89,FALSE
"2806",66,79,76,59,FALSE
"2807",59,56,66,44,FALSE
"2808",56,56,69,59,FALSE
"2809",52,56,73,59,FALSE
"2810",56,56,73,59,FALSE
"2811",52,60,73,59,FALSE
"2812",56,56,69,55,FALSE
"2813",52,56,73,59,FALSE
"2814",52,53,69,59,FALSE
"2815",52,56,73,66,FALSE
"2816",56,56,84,78,FALSE
"2817",56,63,88,78,FALSE
"2818",63,87,96,74,FALSE
"2819",63,91,100,78,FALSE
"2820",66,104,108,89,FALSE
"2821",70,113,122,96,FALSE
"2822",63,113,122,96,FALSE
"2823",63,109,122,96,FALSE
"2824",63,109,122,96,FALSE
"2825",63,109,117,100,FALSE
"2826",63,104,117,96,FALSE
"2827",63,109,112,92,FALSE
"2828",66,104,117,96,FALSE
"2829",70,109,122,100,FALSE
"2830",66,113,127,103,FALSE
"2831",66,109,117,96,FALSE
"2832",66,104,122,96,FALSE
"2833",66,113,117,100,FALSE
"2834",70,113,122,103,FALSE
"2835",70,113,122,103,FALSE
"2836",63,67,66,55,FALSE
"2837",63,67,66,55,FALSE
"2838",63,67,69,59,FALSE
"2839",79,88,97,72,FALSE
"2840",79,88,93,72,FALSE
"2841",75,91,97,72,FALSE
"2842",75,88,90,72,FALSE
"2843",79,88,93,68,FALSE
"2844",79,88,93,72,FALSE
"2845",67,81,86,64,FALSE
"2846",67,81,82,64,FALSE
"2847",75,91,97,79,FALSE
"2848",79,95,101,79,FALSE
"2849",63,57,75,68,FALSE
"2850",71,84,86,75,FALSE
"2851",75,81,90,68,FALSE
"2852",79,95,105,83,FALSE
"2853",79,95,105,86,FALSE
"2854",75,84,90,68,FALSE
"2855",63,66,68,49,FALSE
"2856",56,54,72,57,FALSE
"2857",56,54,79,64,FALSE
"2858",59,57,82,68,FALSE
"2859",59,60,86,75,FALSE
"2860",59,60,93,79,FALSE
"2861",63,70,97,83,FALSE
"2862",75,91,105,86,FALSE
"2863",79,103,110,90,FALSE
"2864",67,99,101,83,FALSE
"2865",75,99,101,79,FALSE
"2866",71,112,119,98,FALSE
"2867",71,108,119,98,FALSE
"2868",67,108,119,98,FALSE
"2869",63,112,114,98,FALSE
"2870",63,108,119,98,FALSE
"2871",63,112,119,94,FALSE
"2872",63,108,114,94,FALSE
"2873",63,103,114,94,FALSE
"2874",63,103,119,94,FALSE
"2875",63,108,124,98,FALSE
"2876",63,108,119,98,FALSE
"2877",63,108,119,98,FALSE
"2878",67,112,124,101,FALSE
"2879",67,112,130,98,FALSE
"2880",63,112,124,98,FALSE
"2881",67,108,119,98,FALSE
"2882",63,99,110,94,FALSE
"2883",67,70,72,57,FALSE
"2884",67,70,75,60,FALSE
"2885",78,88,97,69,FALSE
"2886",78,92,97,73,FALSE
"2887",78,92,93,73,FALSE
"2888",82,88,97,69,FALSE
"2889",74,88,93,73,FALSE
"2890",74,84,97,69,FALSE
"2891",78,88,89,73,FALSE
"2892",78,88,93,73,FALSE
"2893",70,79,93,65,FALSE
"2894",67,84,85,62,FALSE
"2895",67,75,82,62,FALSE
"2896",70,84,85,69,FALSE
"2897",78,88,93,76,FALSE
"2898",74,79,89,73,FALSE
"2899",60,67,78,62,FALSE
"2900",53,49,78,58,FALSE
"2901",60,60,78,65,FALSE
"2902",70,79,85,73,FALSE
"2903",70,84,89,69,FALSE
"2904",78,92,97,80,FALSE
"2905",82,106,114,87,FALSE
"2906",85,106,114,94,FALSE
"2907",82,102,114,90,FALSE
"2908",74,92,97,80,FALSE
"2909",60,63,74,55,FALSE
"2910",60,63,82,69,FALSE
"2911",60,60,93,80,FALSE
"2912",63,63,97,90,FALSE
"2913",67,75,101,87,FALSE
"2914",70,84,101,87,FALSE
"2915",89,106,114,94,FALSE
"2916",93,120,124,104,FALSE
"2917",82,120,124,101,FALSE
"2918",67,106,114,90,FALSE
"2919",63,92,105,80,FALSE
"2920",63,88,105,83,FALSE
"2921",67,97,110,87,FALSE
"2922",67,111,114,94,FALSE
"2923",67,106,114,94,FALSE
"2924",67,111,124,94,FALSE
"2925",63,106,114,94,FALSE
"2926",63,102,114,90,FALSE
"2927",63,102,119,94,FALSE
"2928",67,106,114,97,FALSE
"2929",63,102,114,90,FALSE
"2930",63,106,119,101,FALSE
"2931",63,111,124,104,FALSE
"2932",63,111,119,97,FALSE
"2933",67,111,124,97,FALSE
"2934",67,106,124,94,FALSE
"2935",67,111,114,101,FALSE
"2936",67,106,114,90,FALSE
"2937",60,71,74,58,FALSE
"2938",63,71,74,58,FALSE
"2939",67,71,74,62,FALSE
"2940",63,71,74,58,FALSE
"2941",80,94,94,72,FALSE
"2942",80,94,94,72,FALSE
"2943",76,89,86,68,FALSE
"2944",76,85,90,68,FALSE
"2945",76,85,94,68,FALSE
"2946",72,81,86,68,FALSE
"2947",72,81,86,65,FALSE
"2948",64,69,86,72,FALSE
"2949",72,89,94,72,FALSE
"2950",72,85,86,72,FALSE
"2951",72,94,98,76,FALSE
"2952",80,98,106,83,FALSE
"2953",80,102,111,87,FALSE
"2954",84,111,115,94,FALSE
"2955",84,102,111,87,FALSE
"2956",80,94,102,83,FALSE
"2957",60,66,98,83,FALSE
"2958",64,69,98,87,FALSE
"2959",72,81,102,87,FALSE
"2960",80,94,111,91,FALSE
"2961",84,106,111,91,FALSE
"2962",92,115,120,102,FALSE
"2963",97,115,125,102,FALSE
"2964",80,106,106,91,FALSE
"2965",80,111,120,98,FALSE
"2966",76,111,115,94,FALSE
"2967",68,106,115,91,FALSE
"2968",68,102,115,91,FALSE
"2969",64,89,102,79,FALSE
"2970",64,89,98,83,FALSE
"2971",64,106,115,94,FALSE
"2972",64,106,115,94,FALSE
"2973",64,106,115,98,FALSE
"2974",64,102,115,94,FALSE
"2975",64,106,120,94,FALSE
"2976",64,102,115,94,FALSE
"2977",64,102,115,94,FALSE
"2978",64,106,120,94,FALSE
"2979",68,111,125,102,FALSE
"2980",68,106,120,98,FALSE
"2981",64,102,115,98,FALSE
"2982",64,111,120,98,FALSE
"2983",68,111,125,98,FALSE
"2984",68,111,131,102,FALSE
"2985",72,111,120,98,FALSE
"2986",68,89,102,79,FALSE
"2987",64,73,74,61,FALSE
"2988",80,91,96,70,FALSE
"2989",76,95,91,74,FALSE
"2990",80,91,96,70,FALSE
"2991",71,87,87,70,FALSE
"2992",76,87,91,70,FALSE
"2993",76,87,87,70,FALSE
"2994",76,87,91,70,FALSE
"2995",68,79,83,63,FALSE
"2996",68,79,83,67,FALSE
"2997",68,75,83,59,FALSE
"2998",64,71,79,63,FALSE
"2999",71,79,87,70,FALSE
"3000",71,75,87,70,FALSE
"3001",60,54,75,59,FALSE
"3002",80,99,104,78,FALSE
"3003",76,91,96,74,FALSE
"3004",84,103,108,88,FALSE
"3005",71,75,83,59,FALSE
"3006",60,68,71,59,FALSE
"3007",64,75,91,78,FALSE
"3008",80,99,108,88,FALSE
"3009",84,107,118,96,FALSE
"3010",84,112,118,96,FALSE
"3011",97,121,128,103,FALSE
"3012",88,116,122,96,FALSE
"3013",92,103,108,81,FALSE
"3014",80,87,96,81,FALSE
"3015",68,83,100,85,FALSE
"3016",68,107,118,92,FALSE
"3017",56,91,104,81,FALSE
"3018",60,95,113,88,FALSE
"3019",64,103,113,92,FALSE
"3020",60,103,118,92,FALSE
"3021",60,99,113,92,FALSE
"3022",64,103,118,92,FALSE
"3023",64,107,113,96,FALSE
"3024",64,107,122,92,FALSE
"3025",64,103,113,92,FALSE
"3026",64,103,118,99,FALSE
"3027",68,112,122,96,FALSE
"3028",64,107,118,99,FALSE
"3029",68,107,122,96,FALSE
"3030",71,112,128,99,FALSE
"3031",71,112,122,96,FALSE
"3032",76,112,118,96,FALSE
"3033",68,91,96,78,FALSE
"3034",79,91,96,75,FALSE
"3035",79,87,93,71,FALSE
"3036",75,87,89,67,FALSE
"3037",71,87,89,67,FALSE
"3038",75,83,89,67,FALSE
"3039",75,87,89,67,FALSE
"3040",75,87,89,67,FALSE
"3041",71,87,89,67,FALSE
"3042",67,79,81,62,FALSE
"3043",67,79,81,67,FALSE
"3044",71,83,81,67,FALSE
"3045",67,68,74,54,FALSE
"3046",71,75,81,71,FALSE
"3047",63,61,74,54,FALSE
"3048",59,54,77,54,FALSE
"3049",84,99,109,83,FALSE
"3050",79,91,104,75,FALSE
"3051",75,87,89,75,FALSE
"3052",79,91,96,75,FALSE
"3053",84,103,109,83,FALSE
"3054",88,107,113,92,FALSE
"3055",88,107,113,92,FALSE
"3056",84,99,104,79,FALSE
"3057",75,99,109,83,FALSE
"3058",75,107,113,92,FALSE
"3059",75,103,113,96,FALSE
"3060",79,111,123,100,FALSE
"3061",79,107,118,92,FALSE
"3062",71,107,113,92,FALSE
"3063",71,103,118,92,FALSE
"3064",71,107,118,96,FALSE
"3065",71,107,118,96,FALSE
"3066",63,107,113,92,FALSE
"3067",63,103,113,92,FALSE
"3068",63,103,113,92,FALSE
"3069",63,107,113,92,FALSE
"3070",63,99,113,92,FALSE
"3071",59,99,113,92,FALSE
"3072",59,103,118,92,FALSE
"3073",63,103,118,96,FALSE
"3074",67,103,118,96,FALSE
"3075",67,99,118,92,FALSE
"3076",71,111,118,96,FALSE
"3077",67,107,118,96,FALSE
"3078",63,107,118,100,FALSE
"3079",67,111,118,96,FALSE
"3080",67,107,118,96,FALSE
"3081",71,107,118,96,FALSE
"3082",75,111,118,100,FALSE
"3083",71,107,118,96,FALSE
"3084",67,99,109,83,FALSE
"3085",74,91,92,70,FALSE
"3086",74,87,92,66,FALSE
"3087",70,83,84,70,FALSE
"3088",66,79,80,63,FALSE
"3089",66,79,76,59,FALSE
"3090",70,79,88,63,FALSE
"3091",70,83,84,66,FALSE
"3092",66,75,80,63,FALSE
"3093",70,79,76,63,FALSE
"3094",70,75,76,59,FALSE
"3095",70,75,84,66,FALSE
"3096",63,56,76,55,FALSE
"3097",63,60,80,59,FALSE
"3098",78,83,100,78,FALSE
"3099",82,96,104,85,FALSE
"3100",82,104,112,85,FALSE
"3101",86,113,127,96,FALSE
"3102",90,113,127,96,FALSE
"3103",95,109,117,96,FALSE
"3104",86,104,112,89,FALSE
"3105",86,118,122,100,FALSE
"3106",82,109,112,92,FALSE
"3107",74,100,112,92,FALSE
"3108",66,96,108,92,FALSE
"3109",63,96,104,89,FALSE
"3110",63,100,117,96,FALSE
"3111",70,104,117,92,FALSE
"3112",66,104,122,92,FALSE
"3113",63,100,112,92,FALSE
"3114",63,104,112,92,FALSE
"3115",59,104,112,92,FALSE
"3116",59,100,104,81,FALSE
"3117",59,96,104,81,FALSE
"3118",63,91,108,89,FALSE
"3119",63,100,104,89,FALSE
"3120",66,100,112,92,FALSE
"3121",66,104,108,96,FALSE
"3122",63,109,122,96,FALSE
"3123",63,100,117,96,FALSE
"3124",66,109,122,100,FALSE
"3125",66,109,122,100,FALSE
"3126",66,109,117,96,FALSE
"3127",66,113,117,96,FALSE
"3128",66,113,117,96,FALSE
"3129",70,109,122,100,FALSE
"3130",66,109,122,96,FALSE
"3131",70,113,127,96,FALSE
"3132",74,113,117,96,FALSE
"3133",74,113,122,100,FALSE
"3134",75,84,82,68,FALSE
"3135",67,73,79,57,FALSE
"3136",71,81,86,64,FALSE
"3137",71,81,82,64,FALSE
"3138",67,73,75,57,FALSE
"3139",63,73,75,57,FALSE
"3140",71,91,90,72,FALSE
"3141",71,77,86,64,FALSE
"3142",71,77,86,64,FALSE
"3143",71,81,86,68,FALSE
"3144",75,81,86,68,FALSE
"3145",63,70,86,72,FALSE
"3146",83,91,101,83,FALSE
"3147",87,95,97,79,FALSE
"3148",83,99,105,86,FALSE
"3149",87,112,114,94,FALSE
"3150",92,117,124,101,FALSE
"3151",92,117,130,101,FALSE
"3152",96,112,124,98,FALSE
"3153",87,99,105,90,FALSE
"3154",83,112,124,94,FALSE
"3155",87,112,119,98,FALSE
"3156",79,103,114,90,FALSE
"3157",59,91,105,86,FALSE
"3158",59,91,101,86,FALSE
"3159",59,95,110,90,FALSE
"3160",59,99,114,90,FALSE
"3161",59,103,119,94,FALSE
"3162",63,103,114,94,FALSE
"3163",63,103,110,90,FALSE
"3164",59,99,110,90,FALSE
"3165",59,91,105,86,FALSE
"3166",59,88,110,86,FALSE
"3167",59,88,110,90,FALSE
"3168",63,99,101,86,FALSE
"3169",63,91,101,79,FALSE
"3170",63,95,105,83,FALSE
"3171",67,95,101,83,FALSE
"3172",67,99,114,86,FALSE
"3173",67,103,110,94,FALSE
"3174",63,108,119,94,FALSE
"3175",63,112,114,94,FALSE
"3176",67,108,119,101,FALSE
"3177",67,108,119,98,FALSE
"3178",67,108,119,98,FALSE
"3179",71,108,114,98,FALSE
"3180",71,112,119,98,FALSE
"3181",67,112,119,98,FALSE
"3182",67,75,78,58,FALSE
"3183",63,75,78,55,FALSE
"3184",63,71,74,55,FALSE
"3185",63,67,82,58,FALSE
"3186",63,71,74,58,FALSE
"3187",63,71,74,58,FALSE
"3188",63,71,74,58,FALSE
"3189",67,75,78,65,FALSE
"3190",60,71,70,58,FALSE
"3191",63,75,74,62,FALSE
"3192",70,88,93,73,FALSE
"3193",74,88,89,73,FALSE
"3194",78,92,97,80,FALSE
"3195",82,97,97,80,FALSE
"3196",82,92,93,83,FALSE
"3197",78,92,101,80,FALSE
"3198",74,79,89,73,FALSE
"3199",82,102,105,87,FALSE
"3200",85,106,114,90,FALSE
"3201",93,120,119,97,FALSE
"3202",93,115,124,97,FALSE
"3203",93,120,129,101,FALSE
"3204",93,115,124,101,FALSE
"3205",85,106,114,94,FALSE
"3206",78,115,114,97,FALSE
"3207",78,111,119,94,FALSE
"3208",70,106,114,90,FALSE
"3209",63,97,105,87,FALSE
"3210",57,92,110,87,FALSE
"3211",60,88,110,83,FALSE
"3212",57,92,110,87,FALSE
"3213",60,97,114,87,FALSE
"3214",57,92,114,87,FALSE
"3215",57,92,105,83,FALSE
"3216",53,92,105,87,FALSE
"3217",57,88,105,87,FALSE
"3218",60,97,119,94,FALSE
"3219",63,106,119,90,FALSE
"3220",60,97,114,94,FALSE
"3221",63,102,114,87,FALSE
"3222",67,102,114,94,FALSE
"3223",67,102,114,90,FALSE
"3224",63,111,119,97,FALSE
"3225",67,111,124,94,FALSE
"3226",67,111,119,97,FALSE
"3227",67,106,114,97,FALSE
"3228",64,73,74,57,FALSE
"3229",64,69,71,57,FALSE
"3230",64,69,74,57,FALSE
"3231",64,73,74,61,FALSE
"3232",64,73,71,57,FALSE
"3233",68,69,74,57,FALSE
"3234",64,73,74,54,FALSE
"3235",64,73,78,57,FALSE
"3236",64,73,78,61,FALSE
"3237",68,77,90,68,FALSE
"3238",64,69,74,61,FALSE
"3239",72,81,86,68,FALSE
"3240",80,98,106,83,FALSE
"3241",80,94,102,79,FALSE
"3242",76,85,90,68,FALSE
"3243",76,85,98,79,FALSE
"3244",80,94,102,83,FALSE
"3245",88,106,106,87,FALSE
"3246",88,106,111,91,FALSE
"3247",88,115,120,94,FALSE
"3248",84,111,115,94,FALSE
"3249",88,115,120,102,FALSE
"3250",80,111,115,94,FALSE
"3251",76,106,115,94,FALSE
"3252",72,102,106,91,FALSE
"3253",64,98,111,91,FALSE
"3254",53,85,102,83,FALSE
"3255",57,89,106,83,FALSE
"3256",57,81,94,79,FALSE
"3257",57,81,90,76,FALSE
"3258",57,81,90,76,FALSE
"3259",57,85,98,83,FALSE
"3260",60,94,106,87,FALSE
"3261",60,94,111,87,FALSE
"3262",57,94,102,87,FALSE
"3263",57,85,102,79,FALSE
"3264",53,89,106,87,FALSE
"3265",53,89,106,83,FALSE
"3266",53,81,102,83,FALSE
"3267",53,85,94,83,FALSE
"3268",53,85,98,83,FALSE
"3269",53,85,102,83,FALSE
"3270",57,98,106,91,FALSE
"3271",60,106,115,98,FALSE
"3272",64,106,120,98,FALSE
"3273",64,102,115,94,FALSE
"3274",64,106,115,94,FALSE
"3275",68,106,115,94,FALSE
"3276",64,111,120,94,FALSE
"3277",72,111,120,98,FALSE
"3278",68,111,115,94,FALSE
"3279",68,111,120,94,FALSE
"3280",68,111,120,94,FALSE
"3281",64,71,67,56,FALSE
"3282",68,71,71,59,FALSE
"3283",68,71,75,56,FALSE
"3284",68,71,75,56,FALSE
"3285",64,71,75,56,FALSE
"3286",64,75,79,56,FALSE
"3287",64,79,79,63,FALSE
"3288",88,103,113,88,FALSE
"3289",76,83,96,78,FALSE
"3290",76,83,91,78,FALSE
"3291",80,95,100,81,FALSE
"3292",88,103,108,88,FALSE
"3293",88,112,122,96,FALSE
"3294",88,116,122,103,FALSE
"3295",76,112,118,92,FALSE
"3296",71,103,108,88,FALSE
"3297",64,103,118,96,FALSE
"3298",53,83,100,85,FALSE
"3299",50,75,91,74,FALSE
"3300",56,79,91,78,FALSE
"3301",53,79,96,78,FALSE
"3302",53,83,96,81,FALSE
"3303",53,83,100,78,FALSE
"3304",53,95,108,85,FALSE
"3305",46,79,87,78,FALSE
"3306",50,79,96,78,FALSE
"3307",60,103,118,92,FALSE
"3308",64,107,118,96,FALSE
"3309",64,112,118,96,FALSE
"3310",71,107,118,96,FALSE
"3311",76,112,122,99,FALSE
"3312",76,112,122,99,FALSE
"3313",64,95,104,81,FALSE
"3314",64,107,118,96,FALSE
"3315",64,112,122,99,FALSE
"3316",76,112,122,99,FALSE
"3317",71,112,122,96,FALSE
"3318",71,112,122,96,FALSE
"3319",71,112,122,96,FALSE
"3320",68,112,122,99,FALSE
"3321",67,72,74,58,FALSE
"3322",67,72,74,54,FALSE
"3323",63,72,74,54,FALSE
"3324",67,72,70,58,FALSE
"3325",63,72,74,58,FALSE
"3326",67,79,85,67,FALSE
"3327",67,83,89,71,FALSE
"3328",71,79,81,67,FALSE
"3329",67,72,81,62,FALSE
"3330",71,83,89,67,FALSE
"3331",79,87,96,79,FALSE
"3332",79,87,89,71,FALSE
"3333",79,87,100,75,FALSE
"3334",75,87,96,79,FALSE
"3335",88,95,109,87,FALSE
"3336",93,103,113,92,FALSE
"3337",88,121,123,100,FALSE
"3338",79,107,109,96,FALSE
"3339",67,99,113,87,FALSE
"3340",59,87,104,87,FALSE
"3341",51,79,100,79,FALSE
"3342",51,72,89,75,FALSE
"3343",51,75,93,79,FALSE
"3344",55,75,96,79,FALSE
"3345",55,72,93,71,FALSE
